grid_id,species,province,year,date_source,disc_year,pub_year,lag,longitude,latitude,in_pa,in_pa_national,nearest_pa_name,nearest_pa_level,nearest_pa_type,nearest_pa_year,dist_to_pa_km,ax,ay,prov_geo,grid_id2,in_pa_b0,in_pa_b1_1,in_pa_b3,in_pa_b5,method,cause,method_grp,bio1,bio12,elev,warming_rate,climate_velocity,climate_exposure,unit_county,provgeo_county,unit_prefecture,provgeo_prefecture,valid_county,valid_prefecture
2721,Cisticola juncidis,Liaoning,2006,discovery_date,2006,2006,0,123.62,39.93,TRUE,TRUE,辽宁鸭绿江口湿地国家级自然保护区,national,海洋海岸,1997,0,1555828.2637229,4438281.61575502,Liaoning,2721,TRUE,TRUE,TRUE,TRUE,"","",unknown,0.972633361816406,837,2,0.241593679938866,0.0863163654593768,0.0709852748416341,210681,Liaoning,210600,Liaoning,TRUE,TRUE
2721,Clamator coromandus,Liaoning,2015,discovery_date,2015,2022,7,123.63,39.85,TRUE,TRUE,辽宁鸭绿江口湿地国家级自然保护区,national,海洋海岸,1997,0,1558339.36371886,4429562.62546166,"",2721,TRUE,TRUE,TRUE,TRUE,"","",unknown,0.972633361816406,837,2,0.241593679938866,0.0863163654593768,0.0709852748416341,210681,Liaoning,210600,Liaoning,TRUE,TRUE
2722,Ardea intermedia,Liaoning,2004,discovery_date,2004,2006,2,124.19,39.97,FALSE,FALSE,丹东鸭绿江口湿地,national,海洋海岸,1987,16.779080772491,1602002.3648807,4451781.97802215,Liaoning,2722,FALSE,FALSE,FALSE,FALSE,"","",unknown,0.930000019073486,918,3,0.241593679938866,0.0863163654593768,0.0709852748416341,210681,Liaoning,210600,Liaoning,TRUE,TRUE
2722,Lalage melaschistos,Liaoning,2012,discovery_date,2012,2014,2,124.21,39.88,FALSE,FALSE,丹东鸭绿江口湿地,national,海洋海岸,1987,10.4153836509852,1605605.38272828,4442131.19575732,"",2722,FALSE,FALSE,FALSE,FALSE,"","",unknown,0.930000019073486,918,3,0.241593679938866,0.0863163654593768,0.0709852748416341,210681,Liaoning,210600,Liaoning,TRUE,TRUE
2722,Spodiopsar sericeus,Liaoning,2007,discovery_date,2007,2014,7,124.15,39.97,FALSE,FALSE,丹东鸭绿江口湿地,national,海洋海岸,1987,15.5598470987885,1598704.68079354,4451137.19863772,Liaoning,2722,FALSE,FALSE,FALSE,FALSE,"","",unknown,0.930000019073486,918,3,0.241593679938866,0.0863163654593768,0.0709852748416341,210681,Liaoning,210600,Liaoning,TRUE,TRUE
2755,Anthus gustavi,Xinjiang,2010,discovery_date,2010,2010,0,93.48,41.22,TRUE,TRUE,新疆罗布泊野骆驼国家级自然保护区,national,荒漠生态,1986,0,-949215.262981119,4492668.49269768,Xinjiang,2755,TRUE,TRUE,TRUE,TRUE,"","",unknown,0.836499977111816,36,1248,0.138596983544164,0.0491553825225537,0.0365092249655955,650502,Xinjiang,650500,Xinjiang,TRUE,TRUE
2799,Eudynamys scolopaceus,Liaoning,2017,discovery_date,2017,2018,1,120.38,40.55,FALSE,FALSE,辽宁葫芦岛市白狼山,national,森林生态,2001,41.873978063763,1276705.12311902,4461037.44835189,Liaoning,2799,FALSE,FALSE,FALSE,FALSE,"","",unknown,0.878400039672852,563,51,0.241593679938866,0.0863163654593768,0.0709852748416341,211481,Liaoning,211400,Liaoning,TRUE,TRUE
2849,Acrocephalus agricola,Inner Mongolia,2020,discovery_date,2020,2023,3,101.12,42.06,TRUE,TRUE,内蒙古额济纳胡杨林,national,荒漠生态,1986,0,-316639.074716939,4538394.11800726,Inner Mongolia,2849,TRUE,TRUE,TRUE,TRUE,观察拍摄,分布变化,birdwatching,0.919016647338867,34,930,0.0422685521945524,0.025231014378407,0.0107402151845823,152923,Inner Mongolia,152900,Inner Mongolia,TRUE,TRUE
2849,Columba oenas,Inner Mongolia,2014,discovery_date,2014,2017,3,101.15,42.05,TRUE,TRUE,内蒙古额济纳胡杨林,national,荒漠生态,1986,0,-314235.733197649,4537173.33289024,Inner Mongolia,2849,TRUE,TRUE,TRUE,TRUE,观察和拍摄,分布变化,birdwatching,0.919016647338867,34,930,0.0422685521945524,0.025231014378407,0.0107402151845823,152923,Inner Mongolia,152900,Inner Mongolia,TRUE,TRUE
2849,Turdus viscivorus,Inner Mongolia,2019,discovery_date,2019,2023,4,101.07,42.13,FALSE,FALSE,内蒙古额济纳胡杨林,national,荒漠生态,1986,5.45549260424817,-320405.362998603,4546432.17483217,Inner Mongolia,2849,FALSE,FALSE,FALSE,FALSE,观察拍摄,分布变化,birdwatching,0.919016647338867,34,930,0.0422685521945524,0.025231014378407,0.0107402151845823,152923,Inner Mongolia,152900,Inner Mongolia,TRUE,TRUE
2872,Passer cinnamomeus,Inner Mongolia,2017,discovery_date,2017,2017,0,118.47,41.41,TRUE,TRUE,内蒙古黑里河,national,森林生态,1996,0,1106076.85017126,4534108.49077193,Inner Mongolia,2872,TRUE,TRUE,TRUE,TRUE,"","",unknown,0.524916648864746,493,1086,0.0422685521945524,0.025231014378407,0.0107402151845823,150429,Inner Mongolia,150400,Inner Mongolia,TRUE,TRUE
3016,Gyps himalayensis,Liaoning,2002,discovery_date,2002,2003,1,121.02,42.05,FALSE,FALSE,辽宁北票大黑山,provincial,森林生态,2000,33.4950649912467,1302206.70469968,4636370.74420693,Liaoning,3016,FALSE,FALSE,FALSE,FALSE,"","",unknown,0.814883327484131,472,209,0.241593679938866,0.0863163654593768,0.0709852748416341,211381,Liaoning,211300,Liaoning,TRUE,TRUE
3019,Hydrophasianus chirurgus,Liaoning,2011,discovery_date,2011,2024,13,122.92,41.74,FALSE,FALSE,西平,local,森林生态,1984,50.5228438169668,1461329.81509673,4628397.96861157,Liaoning,3019,FALSE,FALSE,FALSE,FALSE,"","",unknown,0.826749992370606,608,23,0.241593679938866,0.0863163654593768,0.0709852748416341,210181,Liaoning,210100,Liaoning,TRUE,TRUE
3020,Gavia arctica,Liaoning,2022,discovery_date,2022,2023,1,123.33,41.83,FALSE,FALSE,大伙房水库水源,provincial,森林生态,1990,54.9822682091954,1492526.09188323,4644469.92039873,Liaoning,3020,FALSE,FALSE,FALSE,FALSE,鸟类野外观测,分布变化,birdwatching,0.829749965667725,665,41,0.241593679938866,0.0863163654593768,0.0709852748416341,210106,Liaoning,210100,Liaoning,TRUE,TRUE
3073,Megaceryle lugubris,Inner Mongolia,2014,discovery_date,2014,2015,1,117.23,42.95,FALSE,FALSE,内蒙古达里诺尔国家级自然保护区,national,野生动物,1987,43.0768666138701,983489.38062963,4693023.47782203,Inner Mongolia,3073,FALSE,FALSE,FALSE,FALSE,观察拍摄,分布变化,birdwatching,0.0756333410739899,421,1582,0.0422685521945524,0.025231014378407,0.0107402151845823,150425,Inner Mongolia,150400,Inner Mongolia,TRUE,TRUE
3083,Ceryle rudis,Liaoning,2022,discovery_date,2022,2025,3,123.52,41.98,FALSE,FALSE,大伙房水库水源,provincial,森林生态,1990,38.4063377771886,1504683.8823144,4663946.5695001,Liaoning,3083,FALSE,FALSE,FALSE,FALSE,"","",unknown,0.762449979782105,620,47,0.241593679938866,0.0863163654593768,0.0709852748416341,210113,Liaoning,210100,Liaoning,TRUE,TRUE
3084,Centropus bengalensis,Liaoning,2012,discovery_date,2012,2022,10,124.02,41.87,FALSE,FALSE,大伙房水库水源,provincial,森林生态,1990,1.82937375283036,1547175.10687188,4659460.18601462,Liaoning,3084,FALSE,FALSE,TRUE,TRUE,"","",unknown,0.639116668701172,736,349,0.241593679938866,0.0863163654593768,0.0709852748416341,210403,Liaoning,210400,Liaoning,TRUE,TRUE
3219,Charadrius veredus,Xinjiang,2010,discovery_date,2010,2010,0,90.8,43.9,FALSE,FALSE,新疆西天山,national,森林生态,1983,147.471591856459,-1125690.54880554,4819734.67024209,Xinjiang,3219,FALSE,FALSE,FALSE,FALSE,"","",unknown,0.62868332862854,87,1189,0.138596983544164,0.0491553825225537,0.0365092249655955,652328,Xinjiang,652300,Xinjiang,TRUE,TRUE
3236,Ficedula tricolor,Inner Mongolia,2007,discovery_date,2007,2009,2,118.72,44.22,FALSE,FALSE,乌兰坝—石棚沟,provincial,森林生态,1997,4.90937424980032,1082940.84488771,4849938.62426232,Inner Mongolia,3236,FALSE,FALSE,FALSE,TRUE,观察和拍摄,分布变化,birdwatching,0.247583317756653,398,1212,0.0422685521945524,0.025231014378407,0.0107402151845823,150423,Inner Mongolia,150400,Inner Mongolia,TRUE,TRUE
3236,Histrionicus histrionicus,Inner Mongolia,2014,discovery_date,2014,2014,0,118.72,44.22,FALSE,FALSE,乌兰坝—石棚沟,provincial,森林生态,1997,4.90937424980032,1082940.84488771,4849938.62426232,Inner Mongolia,3236,FALSE,FALSE,FALSE,TRUE,观察拍摄,分布变化,birdwatching,0.247583317756653,398,1212,0.0422685521945524,0.025231014378407,0.0107402151845823,150423,Inner Mongolia,150400,Inner Mongolia,TRUE,TRUE
3265,Prunella montanella,Xinjiang,2008,discovery_date,2008,2008,0,87.54,44.18,FALSE,FALSE,天池,provincial,森林生态,1980,47.9847647910198,-1376210.33388581,4891832.18482502,Xinjiang,3265,FALSE,FALSE,FALSE,FALSE,"","",unknown,0.793966674804688,181,550,0.138596983544164,0.0491553825225537,0.0365092249655955,659004,Xinjiang,659004,Xinjiang,TRUE,TRUE
3266,Mareca falcata,Xinjiang,2022,discovery_date,2022,2023,1,87.63,44.18,FALSE,FALSE,天池,provincial,森林生态,1980,42.6660519635776,-1369189.18715508,4890587.80399236,Xinjiang,3266,FALSE,FALSE,FALSE,FALSE,"","",unknown,0.758366680145264,180,545,0.138596983544164,0.0491553825225537,0.0365092249655955,650109,Xinjiang,650100,Xinjiang,TRUE,TRUE
3295,Cyanistes cyanus,Jilin,2019,discovery_date,2019,2023,4,125.35,43.83,FALSE,FALSE,吉林伊通火山群国家级自然保护区,national,地质遗迹,1983,46.6703558215015,1609026.81901271,4896722.32851177,Jilin,3295,FALSE,FALSE,FALSE,FALSE,"","",unknown,0.492066669464111,597,219,0.114589651661273,0.073517564422611,0.022873542755,220102,Jilin,220100,Jilin,TRUE,TRUE
3295,Netta rufina,Jilin,2020,discovery_date,2020,2023,3,125.35,43.88,FALSE,FALSE,吉林伊通火山群国家级自然保护区,national,地质遗迹,1983,51.7260505719094,1607884.60387551,4902216.54438433,Jilin,3295,FALSE,FALSE,FALSE,FALSE,"","",unknown,0.492066669464111,597,219,0.114589651661273,0.073517564422611,0.022873542755,220105,Jilin,220100,Jilin,TRUE,TRUE
3295,Pycnonotus sinensis,Jilin,2018,discovery_date,2018,2020,2,125.41,43.81,FALSE,FALSE,吉林伊通火山群国家级自然保护区,national,地质遗迹,1983,47.1533798273266,1614162.20913855,4895498.56385378,Jilin,3295,FALSE,FALSE,FALSE,FALSE,"","",unknown,0.492066669464111,597,219,0.114589651661273,0.073517564422611,0.022873542755,220102,Jilin,220100,Jilin,TRUE,TRUE
3295,Spilopelia chinensis,Jilin,2016,discovery_date,2016,2022,6,125.4,43.81,FALSE,FALSE,吉林伊通火山群国家级自然保护区,national,地质遗迹,1983,46.7169468739311,1613382.50555469,4895336.01740402,Jilin,3295,FALSE,FALSE,FALSE,FALSE,"","",unknown,0.492066669464111,597,219,0.114589651661273,0.073517564422611,0.022873542755,220102,Jilin,220100,Jilin,TRUE,TRUE
3296,Acridotheres cristatellus,Jilin,2016,discovery_date,2016,2023,7,125.55,43.8,FALSE,FALSE,吉林伊通火山群国家级自然保护区,national,地质遗迹,1983,53.3300881970432,1625307.01915673,4896683.95119156,Jilin,3296,FALSE,FALSE,FALSE,FALSE,观察和拍摄,"",birdwatching,0.441300010681152,651,217,0.114589651661273,0.073517564422611,0.022873542755,220102,Jilin,220100,Jilin,TRUE,TRUE
3336,Spodiopsar sericeus,Jilin,2019,discovery_date,2019,2025,6,123.79,44.23,FALSE,FALSE,腰井子羊草草原,provincial,草原草甸,1986,44.9487694566975,1478777.48913241,4916469.60659426,Jilin,3336,FALSE,FALSE,FALSE,FALSE,"","",unknown,0.568083333969116,463,195,0.114589651661273,0.073517564422611,0.022873542755,220722,Jilin,220700,Jilin,TRUE,TRUE
3338,Ardea intermedia,Jilin,2020,discovery_date,2020,2023,3,125.37,43.96,FALSE,FALSE,波罗湖,national,湿地生态,2004,53.5484076699489,1607613.57268524,4911329.64426805,Jilin,3338,FALSE,FALSE,FALSE,FALSE,"","",unknown,0.495483350753784,560,182,0.114589651661273,0.073517564422611,0.022873542755,220103,Jilin,220100,Jilin,TRUE,TRUE
3339,Pitta nympha,Jilin,2019,discovery_date,2019,2020,1,126.07,44.07,FALSE,FALSE,波罗湖,national,湿地生态,2004,91.5194335719492,1659440.73881793,4934920.55691161,Jilin,3339,FALSE,FALSE,FALSE,FALSE,"","",unknown,0.40455002784729,621,266,0.114589651661273,0.073517564422611,0.022873542755,220202,Jilin,220200,Jilin,TRUE,TRUE
3355,Limnodromus semipalmatus,Xinjiang,2010,discovery_date,2010,2011,1,84.92,44.48,FALSE,FALSE,新疆艾比湖湿地,national,湿地生态,2000,87.2704105668698,-1573328.58289608,4963788.17451584,Xinjiang,3355,FALSE,FALSE,FALSE,FALSE,"","",unknown,0.853783321380615,141,349,0.138596983544164,0.0491553825225537,0.0365092249655955,654003,Xinjiang,654000,Xinjiang,TRUE,TRUE
3361,Muscicapa dauurica,Xinjiang,2010,discovery_date,2010,2011,1,89,45,FALSE,FALSE,新疆西天山,national,森林生态,1983,124.991529547633,-1247435.6969099,4963104.21495631,Xinjiang,3361,FALSE,FALSE,FALSE,FALSE,"","",unknown,0.683383321762085,155,708,0.138596983544164,0.0491553825225537,0.0365092249655955,652327,Xinjiang,652300,Xinjiang,TRUE,TRUE
3372,Pycnonotus sinensis,Inner Mongolia,2024,discovery_date,2024,2024,0,121.95,45.15,TRUE,TRUE,内蒙古阿鲁科尔沁国家级自然保护区,national,草原草甸,1998,0,1317950.37950733,4991929.74215194,Inner Mongolia,3372,TRUE,TRUE,TRUE,TRUE,"","",unknown,0.591666650772095,422,259,0.0422685521945524,0.025231014378407,0.0107402151845823,152222,Inner Mongolia,152200,Inner Mongolia,TRUE,TRUE
3373,Cygnus olor,Jilin,2009,discovery_date,2009,2010,1,122.55,44.96,TRUE,TRUE,吉林向海,national,湿地生态,1981,0,1367863.29517844,4979107.27651108,Jilin,3373,TRUE,TRUE,TRUE,TRUE,"","",unknown,0.60683331489563,400,165,0.114589651661273,0.073517564422611,0.022873542755,220822,Jilin,220800,Jilin,TRUE,TRUE
3455,Charadrius veredus,Jilin,2006,discovery_date,2006,2010,4,122.96,46.05,FALSE,FALSE,内蒙古图牧吉,national,野生动物,1996,15.3467654464742,1377561.58414248,5104625.13041643,Jilin,3455,FALSE,FALSE,FALSE,FALSE,"","",unknown,0.559083318710327,422,138,0.114589651661273,0.073517564422611,0.022873542755,220821,Jilin,220800,Jilin,TRUE,TRUE
3456,Paradoxornis heudei,Jilin,2021,discovery_date,2021,2022,1,123.58,45.93,TRUE,TRUE,吉林莫莫格,national,湿地生态,1981,0,1427060.45410225,5100220.52762781,Jilin,3456,TRUE,TRUE,TRUE,TRUE,"","",unknown,0.521199989318848,427,126,0.114589651661273,0.073517564422611,0.022873542755,220821,Jilin,220800,Jilin,TRUE,TRUE
3456,Pardaliparus venustulus,Jilin,2010,discovery_date,2010,2012,2,123.57,45.93,TRUE,TRUE,吉林莫莫格,national,湿地生态,1981,0,1426301.37198946,5100076.8258744,Jilin,3456,TRUE,TRUE,TRUE,TRUE,"","",unknown,0.521199989318848,427,126,0.114589651661273,0.073517564422611,0.022873542755,220821,Jilin,220800,Jilin,TRUE,TRUE
3487,Aythya nyroca,Jilin,2010,discovery_date,2010,2012,2,123.88,46.01,FALSE,FALSE,吉林莫莫格,national,湿地生态,1981,1.08522821896814,1448138.94760281,5113332.09236224,Jilin,3487,FALSE,TRUE,TRUE,TRUE,"","",unknown,0.483316659927368,405,131,0.114589651661273,0.073517564422611,0.022873542755,220821,Jilin,220800,Jilin,TRUE,TRUE
3491,Dicrurus hottentottus,Heilongjiang,2009,discovery_date,2009,2010,1,126.66,45.74,FALSE,FALSE,团山子,local,森林生态,1998,58.5980467840502,1664721.70375343,5127406.11114788,Heilongjiang,3491,FALSE,FALSE,FALSE,FALSE,环志网捕,分布变化,professional_survey,0.424233341217041,518,118,0.11804982044742,0.12331782628698,0.0238698217419419,230110,Heilongjiang,230100,Heilongjiang,TRUE,TRUE
3491,Sitta villosa,Heilongjiang,2005,discovery_date,2005,2006,1,126.66,45.74,FALSE,FALSE,团山子,local,森林生态,1998,58.5980467840502,1664721.70375343,5127406.11114788,Heilongjiang,3491,FALSE,FALSE,FALSE,FALSE,环志捕获,分布变化,professional_survey,0.424233341217041,518,118,0.11804982044742,0.12331782628698,0.0238698217419419,230110,Heilongjiang,230100,Heilongjiang,TRUE,TRUE
3525,Clamator coromandus,Heilongjiang,2012,discovery_date,2012,2013,1,128.85,45.97,FALSE,FALSE,黑龙江方正莲花湖,local,野生植物,1998,22.3120209474864,1823833.14148777,5190885.72586751,Heilongjiang,3525,FALSE,FALSE,FALSE,FALSE,环志网捕,分布变化,professional_survey,0.28788332939148,562,102,0.11804982044742,0.12331782628698,0.0238698217419419,230128,Heilongjiang,230100,Heilongjiang,TRUE,TRUE
3525,Emberiza elegans,Heilongjiang,2021,discovery_date,2021,2025,4,128.57,46.13,FALSE,FALSE,黑龙江方正莲花湖,local,野生植物,1998,38.4803071748206,1798630.18165806,5203118.07609253,Heilongjiang,3525,FALSE,FALSE,FALSE,FALSE,观察和拍摄,"",birdwatching,0.28788332939148,562,102,0.11804982044742,0.12331782628698,0.0238698217419419,230128,Heilongjiang,230100,Heilongjiang,TRUE,TRUE
3554,Branta canadensis,Heilongjiang,2023,discovery_date,2023,2024,1,124.39,47.03,FALSE,FALSE,沙田山竹,local,野生植物,1986,34.8716027798008,1464721.15533231,5232301.17848804,Heilongjiang,3554,FALSE,FALSE,FALSE,FALSE,观察拍摄,"",birdwatching,0.380583333969116,419,142,0.11804982044742,0.12331782628698,0.0238698217419419,230624,Heilongjiang,230600,Heilongjiang,TRUE,TRUE
3554,Sturnus vulgaris,Heilongjiang,2007,discovery_date,2007,2008,1,124.22,47.2,FALSE,FALSE,傲宝山水禽湿地,local,野生动物,1989,17.3921775039368,1448406.58813117,5248341.87730787,Heilongjiang,3554,FALSE,FALSE,FALSE,FALSE,观察和拍摄,分布变化,birdwatching,0.380583333969116,419,142,0.11804982044742,0.12331782628698,0.0238698217419419,230204,Heilongjiang,230200,Heilongjiang,TRUE,TRUE
3555,Amaurornis phoenicurus,Heilongjiang,2008,discovery_date,2008,2010,2,125.12,46.81,FALSE,FALSE,明水湿地,provincial,湿地生态,2007,28.0942602276785,1524046.49049799,5219306.95586471,Heilongjiang,3555,FALSE,FALSE,FALSE,FALSE,观察拍摄,分布变化,birdwatching,0.354199981689453,445,150,0.11804982044742,0.12331782628698,0.0238698217419419,230602,Heilongjiang,230600,Heilongjiang,TRUE,TRUE
3555,Galerida cristata,Heilongjiang,2006,discovery_date,2006,2010,4,124.65,47.02,FALSE,FALSE,明水湿地,provincial,湿地生态,2007,48.0965106494462,1484324.738463,5235072.52870591,Heilongjiang,3555,FALSE,FALSE,FALSE,FALSE,观察拍摄,分布变化,birdwatching,0.354199981689453,445,150,0.11804982044742,0.12331782628698,0.0238698217419419,230623,Heilongjiang,230600,Heilongjiang,TRUE,TRUE
3555,Spilornis cheela,Heilongjiang,2010,discovery_date,2010,2011,1,124.56,47.08,FALSE,FALSE,傲宝山水禽湿地,local,野生动物,1989,46.4324206945342,1476309.27937587,5240269.97816807,Heilongjiang,3555,FALSE,FALSE,FALSE,FALSE,标本采集,分布变化,professional_survey,0.354199981689453,445,150,0.11804982044742,0.12331782628698,0.0238698217419419,230623,Heilongjiang,230600,Heilongjiang,TRUE,TRUE
3560,Bucanetes mongolicus,Heilongjiang,2002,discovery_date,2002,2006,4,128.27,46.43,FALSE,FALSE,黑龙江方正莲花湖,local,野生植物,1998,77.9023169637486,1768394.9992744,5230240.1311317,Heilongjiang,3560,FALSE,FALSE,FALSE,FALSE,环志捕获，标本采集,分布变化,professional_survey,0.21729998588562,590,360,0.11804982044742,0.12331782628698,0.0238698217419419,230128,Heilongjiang,230100,Heilongjiang,TRUE,TRUE
3572,Circus spilonotus,Xinjiang,2015,discovery_date,2015,2015,0,86.82,47.78,FALSE,FALSE,新疆阿勒泰科克苏湿地,provincial,湿地生态,2001,60.3082295768912,-1359217.41049575,5296855.07884701,Xinjiang,3572,FALSE,FALSE,FALSE,FALSE,"","",unknown,0.567283344268799,183,478,0.138596983544164,0.0491553825225537,0.0365092249655955,654321,Xinjiang,654300,Xinjiang,TRUE,TRUE
3702,Accipiter soloensis,Heilongjiang,2018,discovery_date,2018,2020,2,125.25,49.09,FALSE,FALSE,茂山林场,local,野生动物,1992,67.3624144286867,1482615.72719973,5468556.14648736,Heilongjiang,3702,FALSE,FALSE,FALSE,FALSE,观察拍摄,"",birdwatching,0.0100500009953976,504,354,0.11804982044742,0.12331782628698,0.0238698217419419,231183,Heilongjiang,231100,Heilongjiang,TRUE,TRUE
3702,Emberiza godlewskii,Heilongjiang,2015,discovery_date,2015,2016,1,125.25,49.09,FALSE,FALSE,茂山林场,local,野生动物,1992,67.3624144286867,1482615.72719973,5468556.14648736,Heilongjiang,3702,FALSE,FALSE,FALSE,FALSE,环志点捕获,"",professional_survey,0.0100500009953976,504,354,0.11804982044742,0.12331782628698,0.0238698217419419,231183,Heilongjiang,231100,Heilongjiang,TRUE,TRUE
3702,Phylloscopus affinis,Heilongjiang,2010,discovery_date,2010,2011,1,125.25,49.09,FALSE,FALSE,茂山林场,local,野生动物,1992,67.3624144286867,1482615.72719973,5468556.14648736,Heilongjiang,3702,FALSE,FALSE,FALSE,FALSE,环志捕捉,分布变化,professional_survey,0.0100500009953976,504,354,0.11804982044742,0.12331782628698,0.0238698217419419,231183,Heilongjiang,231100,Heilongjiang,TRUE,TRUE
3702,Phylloscopus castaniceps,Heilongjiang,2002,discovery_date,2002,2003,1,125.25,49.09,FALSE,FALSE,茂山林场,local,野生动物,1992,67.3624144286867,1482615.72719973,5468556.14648736,Heilongjiang,3702,FALSE,FALSE,FALSE,FALSE,环志雾网捕捉,分布变化,professional_survey,0.0100500009953976,504,354,0.11804982044742,0.12331782628698,0.0238698217419419,231183,Heilongjiang,231100,Heilongjiang,TRUE,TRUE
3702,Streptopelia decaocto,Heilongjiang,2005,discovery_date,2005,2006,1,125.26,49.1,FALSE,FALSE,茂山林场,local,野生动物,1992,68.4998258150478,1483114.42114759,5469784.39996217,Heilongjiang,3702,FALSE,FALSE,FALSE,FALSE,环志时捕获,分布变化,professional_survey,0.0100500009953976,504,354,0.11804982044742,0.12331782628698,0.0238698217419419,231183,Heilongjiang,231100,Heilongjiang,TRUE,TRUE
